20150101,27.3,23.9,32.5,0,0,25461
20150102,27.02,24.5,33.5,0,0,28972
20150103,24.82,22.4,29.9,0,1,30814
20150104,23.98,21.5,28.6,1.2,1,29799
20150105,23.82,21,28.3,0,0,28900
20150106,23.78,20.1,30.5,12.2,0,28218
20150107,24,19.5,33.7,0,0,29732
20150108,24.9,19.5,32.8,48.6,0,28397
20150109,28.2,21.9,34,4.4,0,24886
20150110,26.76,22.1,34.2,0,1,37937
20150111,27.62,22.2,34.8,3.4,1,36254
20150112,25.96,21.4,35.4,0,0,25743
20150113,25.52,21.2,34.8,0.8,0,26990
20150114,25.96,21.3,34,1.6,0,31825
20150115,25.86,21.5,32.8,3,0,25724
20150116,26.5,22.3,32.7,2,0,29938
20150117,28.86,22,35.8,0,1,37690
20150118,28.26,23.4,35.6,0,1,30524
20150119,28.22,22.7,36.5,3.7,0,29265
20150120,27.68,23.3,35.6,0.6,0,35127
20150121,25.32,22.7,30.9,0,0,29130
20150122,21.74,19.2,26.1,31,0,25795
20150123,21.04,18.5,26.1,3.6,0,21784
20150124,23.12,19,29.4,13,1,28348
20150125,24.4,18.1,30,0,1,31088
20150126,22.4,18.9,28.7,20.8,0,21520
20150127,23.6,20.5,28.7,1.2,0,29972
20150128,25.68,20.1,29.9,4.9,0,22603
20150129,25,21.5,29.2,0,0,22696
20150130,22.8,20.9,26.9,0,0,26845
20150131,21.64,18.5,24.3,0.2,1,27030
20150201,24.16,20.6,28,0,1,32057
20150202,22.48,20.7,26.5,4.5,0,24097
20150203,23.16,18,31.1,1.6,0,31655
20150204,22.12,19.9,23.7,3.2,0,24738
20150205,20.28,19.1,22.9,5.6,0,19950
20150206,21.06,17.9,25.4,18.4,0,22821
20150207,21.86,17.3,28.7,16.7,1,28893
20150208,22.76,17.1,29.5,10.4,1,29926
20150209,24,19.3,30.7,0,0,24062
20150210,23.92,20.1,29,32.2,0,21137
20150211,25.38,19.9,30.4,2.2,0,26805
20150212,27.66,23.1,32.7,0,0,26389
20150213,25.54,22.5,32.1,0,0,24219
20150214,24.32,21.1,31.6,0,1,30231
20150215,22.9,20,27.6,17.4,1,24968
20150216,21.6,18.8,27.3,22.7,0,25343
20150217,22.76,19.7,28,85.3,0,17399
20150218,22.22,19.9,26.4,13.4,0,21392
20150219,23.92,19.9,28.5,2.4,0,22922
20150220,24.72,21.7,28.2,0,0,24567
20150221,25.2,21.4,31.1,0,1,30943
20150222,24.44,20.4,30.8,0,1,30825
20150223,25.4,20.7,31.4,0,0,25692
20150224,24.3,20.5,31.9,0,0,26959
20150225,22.24,19.3,29.3,2,0,25366
20150226,24.1,19.2,30.3,34.4,0,22784
20150227,24.64,20.4,31.4,0.6,0,26241
20150228,22.4,19.7,27.7,0,1,26467
20150301,21.26,18.2,26.3,3,1,27475
20150302,22.16,17.2,29.2,0,0,28749
20150303,23.16,19.5,29.5,0,0,24146
20150304,23.68,18.9,30.5,0,0,22988
20150305,24.42,19.7,31.6,0,0,30300
20150306,22.6,19.4,28.5,0,0,22654
20150307,21.92,19.4,26.6,38.2,1,29090
20150308,22.2,19.7,24.4,69.2,1,24619
20150309,21.36,19.7,23.3,77,0,20016
20150310,23.12,21.2,26.9,9.7,0,23042
20150311,22.88,20.1,28.1,9.5,0,22933
20150312,22.26,19.2,26.9,1.2,0,22409
20150313,22.34,20,26.6,0,0,21281
20150314,22.88,19.9,27.9,12.2,1,28844
20150315,22.08,19.1,26.8,0.3,1,32872
20150316,21.92,18.6,29.4,22.4,0,20903
20150317,21.92,18.6,25.6,24.2,0,26275
20150318,21.24,19.7,24.1,0,0,20167
20150319,21.78,19.2,27.1,3.2,0,23628
20150320,21.64,18.9,28.2,7.4,0,24213
20150321,20.88,18.5,25.3,14.7,1,28631
20150322,19.7,18.1,22.8,1.7,1,25855
20150323,19.88,17.1,23.3,19.2,0,21406
20150324,20.98,17.4,26.3,0,0,21617
20150325,21.56,17.1,27.9,0,0,22401
20150326,22.98,18.3,29.8,0,0,27989
20150327,23.32,18,30.8,0,0,24974
20150328,23.28,19.1,29.5,0,1,29760
20150329,22.14,20.5,26.6,0,1,26116
20150330,22.5,19,25.9,18.6,0,25850
20150331,23.14,20.1,29,1,0,24925
20150401,22.52,19.2,27.5,0,0,21979
20150402,20.92,18.2,26.2,0,0,22116
20150403,21.02,16.3,27.2,0,0,24867
20150404,22.36,17.9,29.4,0,1,33450
20150405,22.82,20.1,26.4,0,1,32713
20150406,21.36,18.5,27.7,0,0,22356
20150407,17.38,16.1,20,7.1,0,21004
20150408,18.68,14.7,24.3,0.4,0,23362
20150409,19.4,15.9,25.6,0,0,20298
20150410,20.46,17,25.5,0,0,24862
20150411,21.74,17.2,28.4,0,1,30505
20150412,19.92,16.8,25.7,0,1,25070
20150413,20.88,18.1,25.7,0,0,22620
20150414,21.7,18.4,28.8,0,0,22001
20150415,21.94,18.5,27.4,0,0,23469
20150416,21.26,18.6,26.7,25.4,0,21735
20150417,21.42,18.4,27,37.2,0,21593
20150418,23.36,18.2,29.3,0,1,33822
20150419,22.5,20.3,27.2,0,1,28028
20150420,24,19.3,29.2,20.2,0,24304
20150421,22.52,19.3,29,0,0,31108
20150422,20.06,18.9,21.6,2.4,0,19113
20150423,21.2,18.6,24.9,14.6,0,23198
20150424,22.52,19.3,28.1,0,0,24388
20150425,19.18,17.4,23.3,0,1,27420
20150426,19.04,16.1,23.7,0.8,1,30479
20150427,19.82,17.5,24.9,0,0,21838
20150428,20.26,17.2,26.9,0,0,20812
20150429,18.66,16.8,22.7,0,0,19761
20150430,16.22,14.7,18.7,0,0,20452
20150501,17.34,13.4,22,0,0,17939
20150502,19.26,14.7,26.4,0,1,25272
20150503,21.04,15.8,26.3,0,1,28049
20150504,19.96,17.9,22.3,1,0,25317
20150505,18.14,16.6,20.8,9.9,0,21826
20150506,17.76,15.9,20.4,0,0,20680
20150507,17.8,15.8,21.7,0,0,19143
20150508,16.14,13.9,19.2,0,0,18146
20150509,18.04,13.7,26.1,0,1,25489
20150510,16.94,13.7,21,0,1,23537
20150511,17.86,15.7,20.6,22.2,0,16956
20150512,17.12,14.2,21.7,0,0,19052
20150513,16.34,14.7,18.9,2.8,0,17287
20150514,16.72,14.2,21,0,0,20300
20150515,16.84,13.6,21.5,0,0,20538
20150516,17.18,13.2,22.3,0,1,23702
20150517,18.26,15.4,22.4,0,1,28411
20150518,18.6,16.6,21.3,0,0,21073
20150519,18.64,17,22.9,0,0,24215
20150520,18.74,15.9,23.3,0.2,0,19525
20150521,19.46,16.3,25,0,0,20786
20150522,20.26,16.3,25.4,0,0,20429
20150523,19.94,15.9,24.4,0,1,27250
20150524,21.8,17.9,26.3,0,1,31387
20150525,22.06,17.5,27.4,0,0,26075
20150526,21.28,19.7,24.8,0,0,22162
20150527,22.94,19.7,27.1,0,0,24258
20150528,18.56,16.8,23.2,1.8,0,24683
20150529,17.68,15.3,21.9,7.2,0,21245
20150530,17.52,13.1,22.9,0,1,25937
20150531,16.28,13.6,18.4,5.6,1,26081
20150601,16.28,15.2,18,2.2,0,16228
20150602,16.04,15,17.5,0.5,0,20106
20150603,17.94,15,21.7,0,0,21055
20150604,18.36,14.6,24.1,0,0,22772
20150605,18.32,14.1,25.3,0,0,25142
20150606,19.66,13.8,26.1,0,1,31129
20150607,20.62,15.9,26.2,0,1,30498
20150608,20.86,15.2,26.4,0,0,26150
20150609,20.32,15.2,26,0,0,21327
20150610,20.54,15.5,26.2,0,0,22008
20150611,22.72,17.5,26.9,0,0,24615
20150612,18.8,16.9,23.5,0,0,22375
20150613,21.1,15.5,27.4,0,1,29607
20150614,22.76,18.1,27.3,0,1,32983
20150615,16.02,13.1,23.4,0,0,19119
20150616,14.82,12.1,18.1,9,0,21029
20150617,19.8,13.9,25.1,0,0,23898
20150618,19.88,15.8,26.2,0,0,24534
20150619,14.66,13.2,17.7,3.8,0,16748
20150620,15.82,12.5,20.4,0,1,23055
20150621,17.32,12.6,24.6,0,1,28857
20150622,18.54,13.1,24.6,0,0,23022
20150623,19.02,14.4,25.5,0,0,27146
20150624,14.54,13.9,18,3.8,0,17241
20150625,14.72,12.1,17.4,1,0,19463
20150626,15.26,12,20.9,0,0,21860
20150627,15.34,10.6,20.8,0,1,24227
20150628,15.48,11.2,21.8,0,1,27594
20150629,17.2,11,24.4,0,0,24863
20150630,19.36,13.2,25.1,0,0,20161
20150701,17.78,16.2,20.5,0,0,20824
20150702,17.2,15.1,19.9,1.6,0,19727
20150703,17.52,15.6,18.4,17.8,0,14940
20150704,14.94,10.9,21,15.2,1,24632
20150705,12.9,11,14.5,4.4,1,21294
20150706,15.78,11.3,20.6,0,0,18448
20150707,16.8,13.3,20.2,0,0,21237
20150708,17.02,14.9,18.7,4.5,0,19849
20150709,17.54,15.3,20.4,0,0,20740
20150710,19.24,14,25.4,0,0,25698
20150711,17.46,16,19.8,0,1,26691
20150712,20.32,14,27.4,3,1,33298
20150713,22.06,16.7,28.7,0,0,25640
20150714,23.3,18.4,29.3,0,0,23937
20150715,20.18,17.2,27.6,0,0,28742
20150716,19.88,16.2,25.8,0,0,21748
20150717,19.14,15.8,24.3,0,0,22032
20150718,20.2,18.2,23.8,0,1,24827
20150719,19.98,14.6,25.9,0,1,32473
20150720,20.56,14.9,25.1,0,0,20620
20150721,16.72,14,21.4,0,0,21825
20150722,14.52,12.8,16.1,0,0,14343
20150723,17.02,13.6,20.6,0,0,19029
20150724,18.46,14.3,25.8,0,0,21104
20150725,15.9,14.9,17.9,16.6,1,20738
20150726,16.82,13.6,22.9,2,1,25233
20150727,16.6,11,24.2,0,0,18975
20150728,16.46,11.6,24.5,0,0,19640
20150729,16.2,11,23.8,0,0,22522
20150730,16.76,11.3,26.7,0,0,24227
20150731,19.24,12.8,26.6,0,0,24726
20150801,19.78,14.3,26.4,0,1,32467
20150802,20.1,13.8,26.3,0,1,31663
20150803,21.16,14.9,26.9,0,0,25867
20150804,21.04,15.2,27.4,0,0,27724
20150805,20.96,15,27.2,0,0,22039
20150806,21.06,16.3,27.7,0,0,26127
20150807,22.08,15.5,28.9,0,0,26580
20150808,21.16,16,27.8,0,1,31310
20150809,19.62,15.6,26.2,0,1,33517
20150810,21.2,15.6,28,0,0,23181
20150811,19.6,15.2,27.2,0,0,24183
20150812,20.12,14.1,26.6,0,0,24594
20150813,20.42,14.1,28.1,0,0,22610
20150814,20.86,15.3,27.6,0,0,25479
20150815,21.44,15.6,27.8,0,1,29621
20150816,20.56,16.2,27.2,0,1,26272
20150817,21.58,15.3,28,0,0,22541
20150818,21.3,16.7,26.5,0,0,23070
20150819,20.74,17.3,28.3,0,0,26021
20150820,16.2,14.8,19.6,0,0,17655
20150821,16.84,13.2,22.1,1,0,23243
20150822,18.08,14.1,26.2,0,1,30177
20150823,20.22,13.5,30,0,1,27518
20150824,16.98,15.1,20.5,0,0,23210
20150825,16.98,14.3,20.5,2.4,0,21092
20150826,18.92,14.8,24,0.6,0,23357
20150827,16.1,13.8,19.8,2.6,0,17888
20150828,16.28,12.8,22.1,25,0,22217
20150829,18.46,12.2,26.7,0,1,31681
20150830,22.52,14.3,32,0,1,31833
20150831,24.54,16.6,32.2,0,0,28441
20150901,21.44,17.2,30.7,0,0,22389
20150902,16.1,14.1,20.2,0.4,0,20681
20150903,19.3,14.8,25,0,0,24222
20150904,16.66,15.2,19.3,0,0,19345
20150905,16.12,14.4,18.5,2.4,1,21827
20150906,16.48,13.3,19.9,0,1,23566
20150907,18.72,13.8,24.4,0.1,0,20227
20150908,17.08,15.8,19.2,23.6,0,17075
20150909,18.82,15.8,22.9,58,0,16977
20150910,18.92,13.9,25.6,0,0,21525
20150911,16.88,14.1,21.8,31.8,0,21454
20150912,14,12.8,15.6,27.6,1,21814
20150913,14.18,12.5,16.1,0,1,21252
20150914,16.46,13,22.5,0.2,0,20464
20150915,21.18,14.4,30.1,0,0,30775
20150916,25.24,17.2,32.6,0,0,25343
20150917,27.26,20.4,33,0,0,33930
20150918,28.06,21.3,34.5,0,0,26311
20150919,28,21.1,35.5,0,1,31836
20150920,23.6,19.2,33.3,0,1,34695
20150921,24.72,17.4,32.8,0,0,29829
20150922,25.7,18.9,33.3,0,0,26362
20150923,26.14,18.3,34,0,0,32589
20150924,28.3,20.5,35.3,0,0,30345
20150925,23.24,19.2,30.3,0,0,29411
20150926,20.58,18.2,24.9,28.6,1,29637
20150927,22.3,18.2,30.6,1.8,1,32184
20150928,21.22,17.5,23.6,27.2,0,17731
20150929,21.8,17.5,27.1,0,0,24114
20150930,21.52,18.6,27.6,0,0,28034
20151001,20.96,17.6,26.4,7.6,0,22664
20151002,24.74,19.3,32.7,0,0,27488
20151003,20.28,16.1,25,25,1,24876
20151004,18.6,17.1,21.3,0.2,1,24862
20151005,17.36,14.8,22.4,0,0,24679
20151006,18.26,14.6,24.7,0,0,22304
20151007,24.5,15.9,32.6,0,0,30329
20151008,26.56,19.3,34,0,0,33182
20151009,24.52,19.8,29,0,0,23849
20151010,23.06,19.6,28,0.3,1,33330
20151011,22.48,19.6,30,0,1,34496
20151012,22.76,19,29.6,0,0,26249
20151013,21.4,18.1,27.6,2.4,0,26523
20151014,23.62,18.2,28.5,0,0,26793
20151015,28.12,18.9,35.8,0,0,35861
20151016,26.24,21.3,35.7,0,0,27387
20151017,21.22,17.3,29.2,0,1,32666
20151018,16.76,15.5,19.2,0.1,1,22199
20151019,19.86,15.5,27.2,0,0,24000
20151020,26.3,17.2,35.3,0,0,27871
20151021,24.62,21.3,32,0,0,31139
20151022,19.9,17.7,22.8,14.6,0,23065
20151023,20.5,17.6,27.3,13.4,0,26594
20151024,17.94,16.2,21.2,0,1,27657
20151025,17.64,15.7,19.2,0,1,26594
20151026,20.86,16,28.5,28.4,0,28084
20151027,22,19.1,28.4,0.1,0,27582
20151028,20.42,18.6,23.9,0,0,24862
20151029,20.56,18.2,24.8,0,0,22634
20151030,23.86,19.1,31.2,0,0,31649
20151031,23.18,18.2,29.3,0,1,35781
20151101,20.22,18.7,22.4,27.2,1,24429
20151102,21.82,18.3,27.2,39.6,0,20648
20151103,21.86,19.5,25.6,3.4,0,22741
20151104,21.52,18.6,27.4,6.8,0,21479
20151105,21.8,18.2,24.8,39.3,0,23134
20151106,19.76,18,22.8,0,0,20575
20151107,18.3,16.8,20,1.2,1,24330
20151108,20.24,17.4,23.9,0.6,1,28610
20151109,22.98,18.7,29.5,4.4,0,28456
20151110,23.72,19.4,31.8,10.4,0,27964
20151111,26.2,19.8,32.7,0,0,29569
20151112,23.78,20.8,31.8,0,0,29267
20151113,22.78,19.4,29.6,0,0,28647
20151114,25.06,19.5,30.4,16.4,1,26836
20151115,23.06,19.8,29.7,8,1,29386
20151116,21.16,19.4,24.9,0,0,24609
20151117,21.76,17.7,29.7,0,0,26964
20151118,25.5,17.6,30.5,14.1,0,23614
20151119,26.16,23.3,30.4,0,0,22960
20151120,23.28,19.6,27,6.8,0,20332
20151121,19.44,17.2,24.4,7.2,1,30392
20151122,22.26,17.1,28.8,0,1,31933
20151123,20.8,19.6,23.6,13.6,0,21662
20151124,21.36,19.3,22.6,7,0,21689
20151125,21.26,19.3,24.8,0.4,0,25119
20151126,22.28,19,27.4,0,0,25285
20151127,22.28,17.6,28.4,0,0,28979
20151128,23.7,18.7,29.8,0,1,34382
20151129,22.38,20.5,26,17.4,1,30617
20151130,19.1,16.7,23.3,23.4,0,20238
20151201,20.1,16.4,25.8,0,0,24529
20151202,22.1,18.2,29.4,0,0,30471
20151203,22.44,20.2,26.1,0,0,28405
20151204,22.76,19,29.1,0,0,29513
20151205,24.8,19.5,30.6,0.1,1,32451
20151206,23.12,20.6,28,0.1,1,32780
20151207,20.04,18,23.9,47.8,0,23375
20151208,21.7,18,28,0,0,27713
20151209,23.96,19.6,27.9,0,0,27137
20151210,24,22.2,27.7,0,0,22933
20151211,24.04,20.7,30.3,0,0,30740
20151212,23.92,20.6,30.8,0,1,29579
20151213,24.54,19.3,31,12.2,1,29188
20151214,26.28,21.1,32.5,2,0,28131
20151215,25.66,20.6,32.8,4,0,28617
20151216,22.04,20.7,24.8,1.5,0,21062
20151217,23.32,18.9,28.7,0,0,24337
20151218,26.42,19.6,33.5,0.1,0,27042
20151219,23.74,19.8,31.3,1.3,1,32536
20151220,22.84,19.6,29,8.4,1,30127
20151221,23.12,19.6,29.1,27.2,0,24834
20151222,24.6,19.6,32.4,43,0,26828
20151223,27.46,22.1,32.4,3,0,26468
20151224,24.72,20.5,31.5,3.4,0,31572
20151225,23.58,17.8,31,39,0,26308
20151226,23.34,17.8,29.8,94.8,1,21955
20151227,24,21.1,28.2,13.6,1,32307
20151228,22.64,21.1,26.7,0,0,26095
20151229,21.68,20.3,24.1,10.3,0,22309
20151230,21.38,19.3,22.4,6.3,0,20467
20151231,24.76,20.2,29,0,0,22446
